remainingTime,dirtLevel,badDirtLevel
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,1,1
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,1,1
205,1,1
206,1,1
207,1,1
208,1,1
209,1,1
210,1,1
211,1,1
212,1,1
213,1,1
214,1,1
215,1,1
216,1,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,2,1
224,2,1
225,2,1
226,2,1
227,2,1
228,2,1
229,2,1
230,2,1
231,3,1
232,3,1
233,3,1
234,3,1
235,3,1
236,3,1
237,3,1
238,3,1
239,3,1
240,3,1
241,3,1
242,3,1
243,3,1
244,3,1
245,3,1
246,3,1
247,3,1
248,3,1
249,3,1
250,3,1
251,3,1
252,3,1
253,3,1
254,3,1
255,4,1
256,4,1
257,4,1
258,4,1
259,4,1
260,4,1
261,4,1
262,4,1
263,4,1
264,4,1
265,4,1
266,4,1
267,4,1
268,4,1
269,4,1
270,4,1
271,4,1
272,4,1
273,4,1
274,4,1
275,4,1
276,4,1
277,4,1
278,4,1
279,4,1
280,4,1
281,4,1
282,4,1
283,4,1
284,4,1
285,4,1
286,4,1
287,4,1
288,4,1
289,4,1
290,4,1
291,4,1
292,4,1
293,4,1
294,4,1
295,4,1
296,4,1
297,4,1
298,4,1
299,4,1
300,4,1
301,4,1
302,4,1
303,4,1
304,4,1
305,4,1
306,4,1
307,4,1
308,4,1
309,4,1
310,4,1
311,4,1
312,4,1
313,4,1
314,4,1
315,4,1
316,4,1
317,4,1
318,4,1
319,4,1
320,4,1
321,4,1
322,4,1
323,4,1
324,4,1
325,4,1
326,4,1
327,4,1
328,4,1
329,4,1
330,4,1
331,4,1
332,4,1
333,4,1
334,3,1
335,3,1
336,3,1
337,3,1
338,3,1
339,3,1
340,3,1
341,3,1
342,3,1
343,3,1
344,3,1
345,3,1
346,3,1
347,3,1
348,3,1
349,3,1
350,3,1
351,3,1
352,3,1
353,3,1
354,3,1
355,3,1
356,3,1
357,3,1
358,3,1
359,3,1
360,3,1
361,3,1
362,3,1
363,3,1
364,3,1
365,3,1
366,3,1
367,3,1
368,3,1
369,3,1
370,3,1
371,3,1
372,3,1
373,3,1
374,3,1
375,3,1
376,3,1
377,3,1
378,3,1
379,3,1
380,3,1
381,3,1
382,3,1
383,3,1
384,3,1
385,3,1
386,3,1
387,3,1
388,3,1
389,3,1
390,3,1
391,3,1
392,3,1
393,3,1
394,3,1
395,3,1
396,3,1
397,3,1
398,3,1
399,3,1
400,3,1
401,3,1
402,3,1
403,3,1
404,3,1
405,3,1
406,3,1
407,4,1
408,4,1
409,4,1
410,4,1
411,4,1
412,4,1
413,4,1
414,4,1
415,4,1
416,4,1
417,4,1
418,4,1
419,4,1
420,4,1
421,4,1
422,5,1
423,5,1
424,5,1
425,5,1
426,5,1
427,5,1
428,5,1
429,5,1
430,5,1
431,5,1
432,5,1
433,5,1
434,5,1
435,5,1
436,5,1
437,5,1
438,5,1
439,5,1
440,5,1
441,5,1
442,5,1
443,5,1
444,5,1
445,5,1
446,5,1
447,5,1
448,5,1
449,5,1
450,5,1
451,5,1
452,5,1
453,5,1
454,5,1
455,5,1
456,5,1
457,5,1
458,5,1
459,5,1
460,5,1
461,5,1
462,5,1
463,5,1
464,5,1
465,5,1
466,5,1
467,5,1
468,5,1
469,5,1
470,5,1
471,5,1
472,5,1
473,5,1
474,6,1
475,6,1
476,6,1
477,6,1
478,6,1
479,6,1
480,6,1
481,6,1
482,6,1
483,6,1
484,6,1
485,6,1
486,6,1
487,6,1
488,6,1
489,7,1
490,7,1
491,7,1
492,7,1
493,7,1
494,7,1
495,7,1
496,7,1
497,7,1
498,7,1
499,7,1
500,7,1
501,7,1
502,7,1
503,7,1
504,7,1
505,7,1
506,7,1
507,7,1
508,7,1
509,7,1
510,7,1
511,7,1
512,7,1
513,7,1
514,7,1
515,7,1
516,7,1
517,7,1
518,7,1
519,7,1
520,7,1
521,7,1
522,7,1
523,8,1
524,8,1
525,8,1
526,8,1
527,8,1
528,8,1
529,7,1
530,7,1
531,7,1
532,7,1
533,7,1
534,7,1
535,7,1
536,7,1
537,7,1
538,7,1
539,7,1
540,7,1
541,7,1
542,7,1
543,7,1
544,7,1
545,7,1
546,7,1
547,7,1
548,7,1
549,7,1
550,7,1
551,7,1
552,7,1
553,7,1
554,7,1
555,7,1
556,7,1
557,8,1
558,8,1
559,8,1
560,8,1
561,8,1
562,8,1
563,8,1
564,8,1
565,8,1
566,8,1
567,8,1
568,8,1
